HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2019-09-12T15:00:00+00:00,2019-09-12T17:00:00,DK1,297.66,39.9
2019-09-12T14:00:00+00:00,2019-09-12T16:00:00,DK1,244.32,32.75
2019-09-12T13:00:00+00:00,2019-09-12T15:00:00,DK1,244.1,32.72
2019-09-12T12:00:00+00:00,2019-09-12T14:00:00,DK1,243.8,32.68
2019-09-12T11:00:00+00:00,2019-09-12T13:00:00,DK1,263.2,35.28
2019-09-12T10:00:00+00:00,2019-09-12T12:00:00,DK1,305.79,40.99
2019-09-12T09:00:00+00:00,2019-09-12T11:00:00,DK1,313.1,41.97
2019-09-12T08:00:00+00:00,2019-09-12T10:00:00,DK1,327.73,43.93
2019-09-12T07:00:00+00:00,2019-09-12T09:00:00,DK1,357.79,47.96
2019-09-12T06:00:00+00:00,2019-09-12T08:00:00,DK1,414.41,55.55
2019-09-12T05:00:00+00:00,2019-09-12T07:00:00,DK1,375.4,50.32
2019-09-12T04:00:00+00:00,2019-09-12T06:00:00,DK1,333.17,44.66
2019-09-12T03:00:00+00:00,2019-09-12T05:00:00,DK1,229.33,30.74
2019-09-12T02:00:00+00:00,2019-09-12T04:00:00,DK1,209.11,28.03
2019-09-12T01:00:00+00:00,2019-09-12T03:00:00,DK1,200.6,26.89
2019-09-12T00:00:00+00:00,2019-09-12T02:00:00,DK1,205.38,27.53
2019-09-11T23:00:00+00:00,2019-09-12T01:00:00,DK1,202.99,27.21
2019-09-11T22:00:00+00:00,2019-09-12T00:00:00,DK1,207.99,27.88
2019-09-11T21:00:00+00:00,2019-09-11T23:00:00,DK1,224.54,30.1
2019-09-11T20:00:00+00:00,2019-09-11T22:00:00,DK1,246.47,33.04
2019-09-11T19:00:00+00:00,2019-09-11T21:00:00,DK1,286.23,38.37
2019-09-11T18:00:00+00:00,2019-09-11T20:00:00,DK1,306.59,41.1
2019-09-11T17:00:00+00:00,2019-09-11T19:00:00,DK1,295.93,39.67
2019-09-11T16:00:00+00:00,2019-09-11T18:00:00,DK1,278.55,37.34
2019-09-11T15:00:00+00:00,2019-09-11T17:00:00,DK1,246.62,33.06
2019-09-11T14:00:00+00:00,2019-09-11T16:00:00,DK1,218.79,29.33
2019-09-11T13:00:00+00:00,2019-09-11T15:00:00,DK1,223.94,30.02
2019-09-11T12:00:00+00:00,2019-09-11T14:00:00,DK1,213.94,28.68
2019-09-11T11:00:00+00:00,2019-09-11T13:00:00,DK1,214.76,28.79
2019-09-11T10:00:00+00:00,2019-09-11T12:00:00,DK1,227.89,30.55
2019-09-11T09:00:00+00:00,2019-09-11T11:00:00,DK1,253.18,33.94
2019-09-11T08:00:00+00:00,2019-09-11T10:00:00,DK1,270.71,36.29
2019-09-11T07:00:00+00:00,2019-09-11T09:00:00,DK1,297.05,39.82
2019-09-11T06:00:00+00:00,2019-09-11T08:00:00,DK1,322.63,43.25
2019-09-11T05:00:00+00:00,2019-09-11T07:00:00,DK1,317.56,42.57
2019-09-11T04:00:00+00:00,2019-09-11T06:00:00,DK1,289.59,38.82
2019-09-11T03:00:00+00:00,2019-09-11T05:00:00,DK1,228.57,30.64
2019-09-11T02:00:00+00:00,2019-09-11T04:00:00,DK1,223.05,29.9
2019-09-11T01:00:00+00:00,2019-09-11T03:00:00,DK1,215.44,28.88
2019-09-11T00:00:00+00:00,2019-09-11T02:00:00,DK1,213.5,28.62
2019-09-10T23:00:00+00:00,2019-09-11T01:00:00,DK1,225.51,30.23
2019-09-10T22:00:00+00:00,2019-09-11T00:00:00,DK1,233.12,31.25
2019-09-10T21:00:00+00:00,2019-09-10T23:00:00,DK1,236.48,31.7
2019-09-10T20:00:00+00:00,2019-09-10T22:00:00,DK1,267.74,35.89
2019-09-10T19:00:00+00:00,2019-09-10T21:00:00,DK1,318.92,42.75
2019-09-10T18:00:00+00:00,2019-09-10T20:00:00,DK1,384.86,51.59
2019-09-10T17:00:00+00:00,2019-09-10T19:00:00,DK1,358.23,48.02
2019-09-10T16:00:00+00:00,2019-09-10T18:00:00,DK1,335.25,44.94
2019-09-10T15:00:00+00:00,2019-09-10T17:00:00,DK1,292.28,39.18
2019-09-10T14:00:00+00:00,2019-09-10T16:00:00,DK1,254.39,34.1
2019-09-10T13:00:00+00:00,2019-09-10T15:00:00,DK1,238.79,32.01
2019-09-10T12:00:00+00:00,2019-09-10T14:00:00,DK1,233.5,31.3
2019-09-10T11:00:00+00:00,2019-09-10T13:00:00,DK1,231.78,31.07
2019-09-10T10:00:00+00:00,2019-09-10T12:00:00,DK1,231.56,31.04
2019-09-10T09:00:00+00:00,2019-09-10T11:00:00,DK1,243.2,32.6
2019-09-10T08:00:00+00:00,2019-09-10T10:00:00,DK1,268.56,36
2019-09-10T07:00:00+00:00,2019-09-10T09:00:00,DK1,305.86,41
2019-09-10T06:00:00+00:00,2019-09-10T08:00:00,DK1,342.64,45.93
2019-09-10T05:00:00+00:00,2019-09-10T07:00:00,DK1,335.33,44.95
2019-09-10T04:00:00+00:00,2019-09-10T06:00:00,DK1,305.86,41
2019-09-10T03:00:00+00:00,2019-09-10T05:00:00,DK1,240.44,32.23
2019-09-10T02:00:00+00:00,2019-09-10T04:00:00,DK1,223.05,29.9
2019-09-10T01:00:00+00:00,2019-09-10T03:00:00,DK1,223.95,30.02
2019-09-10T00:00:00+00:00,2019-09-10T02:00:00,DK1,231.26,31
2019-09-09T23:00:00+00:00,2019-09-10T01:00:00,DK1,242.08,32.45
2019-09-09T22:00:00+00:00,2019-09-10T00:00:00,DK1,246.25,33.01
2019-09-09T21:00:00+00:00,2019-09-09T23:00:00,DK1,256.29,34.35
2019-09-09T20:00:00+00:00,2019-09-09T22:00:00,DK1,301.28,40.38
2019-09-09T19:00:00+00:00,2019-09-09T21:00:00,DK1,342.76,45.94
2019-09-09T18:00:00+00:00,2019-09-09T20:00:00,DK1,428.86,57.48
2019-09-09T17:00:00+00:00,2019-09-09T19:00:00,DK1,454.67,60.94
2019-09-09T16:00:00+00:00,2019-09-09T18:00:00,DK1,372.98,49.99
2019-09-09T15:00:00+00:00,2019-09-09T17:00:00,DK1,336.79,45.14
2019-09-09T14:00:00+00:00,2019-09-09T16:00:00,DK1,310.38,41.6
2019-09-09T13:00:00+00:00,2019-09-09T15:00:00,DK1,315.08,42.23
2019-09-09T12:00:00+00:00,2019-09-09T14:00:00,DK1,318.14,42.64
2019-09-09T11:00:00+00:00,2019-09-09T13:00:00,DK1,337.46,45.23
2019-09-09T10:00:00+00:00,2019-09-09T12:00:00,DK1,343.21,46
2019-09-09T09:00:00+00:00,2019-09-09T11:00:00,DK1,356.86,47.83
2019-09-09T08:00:00+00:00,2019-09-09T10:00:00,DK1,363.43,48.71
2019-09-09T07:00:00+00:00,2019-09-09T09:00:00,DK1,421.62,56.51
2019-09-09T06:00:00+00:00,2019-09-09T08:00:00,DK1,532.42,71.36
2019-09-09T05:00:00+00:00,2019-09-09T07:00:00,DK1,473.92,63.52
2019-09-09T04:00:00+00:00,2019-09-09T06:00:00,DK1,359.47,48.18
2019-09-09T03:00:00+00:00,2019-09-09T05:00:00,DK1,254.87,34.16
2019-09-09T02:00:00+00:00,2019-09-09T04:00:00,DK1,242.03,32.44
2019-09-09T01:00:00+00:00,2019-09-09T03:00:00,DK1,239.42,32.09
2019-09-09T00:00:00+00:00,2019-09-09T02:00:00,DK1,246.44,33.03
2019-09-08T23:00:00+00:00,2019-09-09T01:00:00,DK1,254.35,34.09
2019-09-08T22:00:00+00:00,2019-09-09T00:00:00,DK1,285.98,38.33
2019-09-08T21:00:00+00:00,2019-09-08T23:00:00,DK1,285.53,38.27
2019-09-08T20:00:00+00:00,2019-09-08T22:00:00,DK1,317.09,42.5
2019-09-08T19:00:00+00:00,2019-09-08T21:00:00,DK1,339.4,45.49
2019-09-08T18:00:00+00:00,2019-09-08T20:00:00,DK1,405.43,54.34
2019-09-08T17:00:00+00:00,2019-09-08T19:00:00,DK1,369.69,49.55
2019-09-08T16:00:00+00:00,2019-09-08T18:00:00,DK1,321.64,43.11
2019-09-08T15:00:00+00:00,2019-09-08T17:00:00,DK1,293.22,39.3
2019-09-08T14:00:00+00:00,2019-09-08T16:00:00,DK1,255.61,34.26
2019-09-08T13:00:00+00:00,2019-09-08T15:00:00,DK1,241.51,32.37
2019-09-08T12:00:00+00:00,2019-09-08T14:00:00,DK1,240.99,32.3
2019-09-08T11:00:00+00:00,2019-09-08T13:00:00,DK1,240.24,32.2
2019-09-08T10:00:00+00:00,2019-09-08T12:00:00,DK1,264.57,35.46
2019-09-08T09:00:00+00:00,2019-09-08T11:00:00,DK1,270.01,36.19
2019-09-08T08:00:00+00:00,2019-09-08T10:00:00,DK1,270.91,36.31
2019-09-08T07:00:00+00:00,2019-09-08T09:00:00,DK1,278.07,37.27
2019-09-08T06:00:00+00:00,2019-09-08T08:00:00,DK1,261.14,35
2019-09-08T05:00:00+00:00,2019-09-08T07:00:00,DK1,247.71,33.2
2019-09-08T04:00:00+00:00,2019-09-08T06:00:00,DK1,241.66,32.39
2019-09-08T03:00:00+00:00,2019-09-08T05:00:00,DK1,239.35,32.08
2019-09-08T02:00:00+00:00,2019-09-08T04:00:00,DK1,238.16,31.92
2019-09-08T01:00:00+00:00,2019-09-08T03:00:00,DK1,238.83,32.01
2019-09-08T00:00:00+00:00,2019-09-08T02:00:00,DK1,241.44,32.36
2019-09-07T23:00:00+00:00,2019-09-08T01:00:00,DK1,243.3,32.61
2019-09-07T22:00:00+00:00,2019-09-08T00:00:00,DK1,257.11,34.46
2019-09-07T21:00:00+00:00,2019-09-07T23:00:00,DK1,259.49,34.78
2019-09-07T20:00:00+00:00,2019-09-07T22:00:00,DK1,283.37,37.98
2019-09-07T19:00:00+00:00,2019-09-07T21:00:00,DK1,290.98,39
2019-09-07T18:00:00+00:00,2019-09-07T20:00:00,DK1,358.2,48.01
2019-09-07T17:00:00+00:00,2019-09-07T19:00:00,DK1,348.5,46.71
2019-09-07T16:00:00+00:00,2019-09-07T18:00:00,DK1,328.66,44.05
2019-09-07T15:00:00+00:00,2019-09-07T17:00:00,DK1,290.83,38.98
2019-09-07T14:00:00+00:00,2019-09-07T16:00:00,DK1,249.12,33.39
2019-09-07T13:00:00+00:00,2019-09-07T15:00:00,DK1,249.27,33.41
2019-09-07T12:00:00+00:00,2019-09-07T14:00:00,DK1,253.38,33.96
2019-09-07T11:00:00+00:00,2019-09-07T13:00:00,DK1,261.51,35.05
2019-09-07T10:00:00+00:00,2019-09-07T12:00:00,DK1,268.6,36
2019-09-07T09:00:00+00:00,2019-09-07T11:00:00,DK1,275.98,36.99
2019-09-07T08:00:00+00:00,2019-09-07T10:00:00,DK1,298.29,39.98
2019-09-07T07:00:00+00:00,2019-09-07T09:00:00,DK1,298.22,39.97
2019-09-07T06:00:00+00:00,2019-09-07T08:00:00,DK1,272.55,36.53
2019-09-07T05:00:00+00:00,2019-09-07T07:00:00,DK1,261.81,35.09
2019-09-07T04:00:00+00:00,2019-09-07T06:00:00,DK1,243,32.57
2019-09-07T03:00:00+00:00,2019-09-07T05:00:00,DK1,223.76,29.99
2019-09-07T02:00:00+00:00,2019-09-07T04:00:00,DK1,219.73,29.45
2019-09-07T01:00:00+00:00,2019-09-07T03:00:00,DK1,217.79,29.19
2019-09-07T00:00:00+00:00,2019-09-07T02:00:00,DK1,219.65,29.44
2019-09-06T23:00:00+00:00,2019-09-07T01:00:00,DK1,223.83,30
2019-09-06T22:00:00+00:00,2019-09-07T00:00:00,DK1,238.83,32.01
2019-09-06T21:00:00+00:00,2019-09-06T23:00:00,DK1,254.16,34.07
2019-09-06T20:00:00+00:00,2019-09-06T22:00:00,DK1,260.28,34.89
2019-09-06T19:00:00+00:00,2019-09-06T21:00:00,DK1,274.53,36.8
2019-09-06T18:00:00+00:00,2019-09-06T20:00:00,DK1,280.57,37.61
2019-09-06T17:00:00+00:00,2019-09-06T19:00:00,DK1,280.27,37.57
2019-09-06T16:00:00+00:00,2019-09-06T18:00:00,DK1,278.56,37.34
2019-09-06T15:00:00+00:00,2019-09-06T17:00:00,DK1,231.78,31.07
2019-09-06T14:00:00+00:00,2019-09-06T16:00:00,DK1,217.38,29.14
2019-09-06T13:00:00+00:00,2019-09-06T15:00:00,DK1,212.76,28.52
2019-09-06T12:00:00+00:00,2019-09-06T14:00:00,DK1,213.36,28.6
2019-09-06T11:00:00+00:00,2019-09-06T13:00:00,DK1,210.52,28.22
2019-09-06T10:00:00+00:00,2019-09-06T12:00:00,DK1,219.85,29.47
2019-09-06T09:00:00+00:00,2019-09-06T11:00:00,DK1,246.63,33.06
2019-09-06T08:00:00+00:00,2019-09-06T10:00:00,DK1,279.38,37.45
2019-09-06T07:00:00+00:00,2019-09-06T09:00:00,DK1,290.87,38.99
2019-09-06T06:00:00+00:00,2019-09-06T08:00:00,DK1,291.46,39.07
2019-09-06T05:00:00+00:00,2019-09-06T07:00:00,DK1,285.2,38.23
2019-09-06T04:00:00+00:00,2019-09-06T06:00:00,DK1,251.48,33.71
2019-09-06T03:00:00+00:00,2019-09-06T05:00:00,DK1,195.3,26.18
2019-09-06T02:00:00+00:00,2019-09-06T04:00:00,DK1,191.5,25.67
2019-09-06T01:00:00+00:00,2019-09-06T03:00:00,DK1,184.04,24.67
2019-09-06T00:00:00+00:00,2019-09-06T02:00:00,DK1,181.73,24.36
2019-09-05T23:00:00+00:00,2019-09-06T01:00:00,DK1,191.27,25.64
2019-09-05T22:00:00+00:00,2019-09-06T00:00:00,DK1,196.05,26.28
2019-09-05T21:00:00+00:00,2019-09-05T23:00:00,DK1,223.43,29.96
2019-09-05T20:00:00+00:00,2019-09-05T22:00:00,DK1,232.53,31.18
2019-09-05T19:00:00+00:00,2019-09-05T21:00:00,DK1,234.92,31.5
2019-09-05T18:00:00+00:00,2019-09-05T20:00:00,DK1,233.43,31.3
2019-09-05T17:00:00+00:00,2019-09-05T19:00:00,DK1,236.86,31.76
2019-09-05T16:00:00+00:00,2019-09-05T18:00:00,DK1,234.02,31.38
2019-09-05T15:00:00+00:00,2019-09-05T17:00:00,DK1,230.89,30.96
2019-09-05T14:00:00+00:00,2019-09-05T16:00:00,DK1,217.47,29.16
2019-09-05T13:00:00+00:00,2019-09-05T15:00:00,DK1,202.85,27.2
2019-09-05T12:00:00+00:00,2019-09-05T14:00:00,DK1,199.05,26.69
2019-09-05T11:00:00+00:00,2019-09-05T13:00:00,DK1,202.85,27.2
2019-09-05T10:00:00+00:00,2019-09-05T12:00:00,DK1,201.88,27.07
2019-09-05T09:00:00+00:00,2019-09-05T11:00:00,DK1,222.61,29.85
2019-09-05T08:00:00+00:00,2019-09-05T10:00:00,DK1,248.12,33.27
2019-09-05T07:00:00+00:00,2019-09-05T09:00:00,DK1,277.35,37.19
2019-09-05T06:00:00+00:00,2019-09-05T08:00:00,DK1,302.71,40.59
2019-09-05T05:00:00+00:00,2019-09-05T07:00:00,DK1,295.47,39.62
2019-09-05T04:00:00+00:00,2019-09-05T06:00:00,DK1,251.18,33.68
2019-09-05T03:00:00+00:00,2019-09-05T05:00:00,DK1,196.44,26.34
2019-09-05T02:00:00+00:00,2019-09-05T04:00:00,DK1,183.91,24.66
2019-09-05T01:00:00+00:00,2019-09-05T03:00:00,DK1,179.66,24.09
2019-09-05T00:00:00+00:00,2019-09-05T02:00:00,DK1,188.68,25.3
2019-09-04T23:00:00+00:00,2019-09-05T01:00:00,DK1,193.6,25.96
2019-09-04T22:00:00+00:00,2019-09-05T00:00:00,DK1,208.82,28
2019-09-04T21:00:00+00:00,2019-09-04T23:00:00,DK1,222.71,29.87
2019-09-04T20:00:00+00:00,2019-09-04T22:00:00,DK1,263.2,35.3
2019-09-04T19:00:00+00:00,2019-09-04T21:00:00,DK1,285.2,38.25
2019-09-04T18:00:00+00:00,2019-09-04T20:00:00,DK1,303.24,40.67
2019-09-04T17:00:00+00:00,2019-09-04T19:00:00,DK1,300.18,40.26
2019-09-04T16:00:00+00:00,2019-09-04T18:00:00,DK1,283.7,38.05
2019-09-04T15:00:00+00:00,2019-09-04T17:00:00,DK1,236.21,31.68
2019-09-04T14:00:00+00:00,2019-09-04T16:00:00,DK1,215.18,28.86
2019-09-04T13:00:00+00:00,2019-09-04T15:00:00,DK1,215.48,28.9
2019-09-04T12:00:00+00:00,2019-09-04T14:00:00,DK1,219.43,29.43
2019-09-04T11:00:00+00:00,2019-09-04T13:00:00,DK1,218.99,29.37
2019-09-04T10:00:00+00:00,2019-09-04T12:00:00,DK1,215.33,28.88
2019-09-04T09:00:00+00:00,2019-09-04T11:00:00,DK1,242.85,32.57
2019-09-04T08:00:00+00:00,2019-09-04T10:00:00,DK1,281.32,37.73
2019-09-04T07:00:00+00:00,2019-09-04T09:00:00,DK1,320.31,42.96
2019-09-04T06:00:00+00:00,2019-09-04T08:00:00,DK1,337.69,45.29
2019-09-04T05:00:00+00:00,2019-09-04T07:00:00,DK1,319.2,42.81
2019-09-04T04:00:00+00:00,2019-09-04T06:00:00,DK1,296.16,39.72
2019-09-04T03:00:00+00:00,2019-09-04T05:00:00,DK1,217.05,29.11
2019-09-04T02:00:00+00:00,2019-09-04T04:00:00,DK1,214.96,28.83
2019-09-04T01:00:00+00:00,2019-09-04T03:00:00,DK1,210.78,28.27
2019-09-04T00:00:00+00:00,2019-09-04T02:00:00,DK1,216.23,29
2019-09-03T23:00:00+00:00,2019-09-04T01:00:00,DK1,216.23,29
2019-09-03T22:00:00+00:00,2019-09-04T00:00:00,DK1,233.45,31.31
2019-09-03T21:00:00+00:00,2019-09-03T23:00:00,DK1,269.01,36.08
2019-09-03T20:00:00+00:00,2019-09-03T22:00:00,DK1,304.95,40.9
2019-09-03T19:00:00+00:00,2019-09-03T21:00:00,DK1,343.87,46.12
2019-09-03T18:00:00+00:00,2019-09-03T20:00:00,DK1,397.85,53.36
2019-09-03T17:00:00+00:00,2019-09-03T19:00:00,DK1,378.99,50.83
2019-09-03T16:00:00+00:00,2019-09-03T18:00:00,DK1,335.22,44.96
2019-09-03T15:00:00+00:00,2019-09-03T17:00:00,DK1,296.45,39.76
2019-09-03T14:00:00+00:00,2019-09-03T16:00:00,DK1,248.21,33.29
2019-09-03T13:00:00+00:00,2019-09-03T15:00:00,DK1,238.67,32.01
2019-09-03T12:00:00+00:00,2019-09-03T14:00:00,DK1,236.36,31.7
2019-09-03T11:00:00+00:00,2019-09-03T13:00:00,DK1,232.25,31.15
2019-09-03T10:00:00+00:00,2019-09-03T12:00:00,DK1,222.34,29.82
2019-09-03T09:00:00+00:00,2019-09-03T11:00:00,DK1,231.51,31.05
2019-09-03T08:00:00+00:00,2019-09-03T10:00:00,DK1,245.68,32.95
2019-09-03T07:00:00+00:00,2019-09-03T09:00:00,DK1,283.03,37.96
2019-09-03T06:00:00+00:00,2019-09-03T08:00:00,DK1,305.47,40.97
2019-09-03T05:00:00+00:00,2019-09-03T07:00:00,DK1,303.76,40.74
2019-09-03T04:00:00+00:00,2019-09-03T06:00:00,DK1,241.87,32.44
2019-09-03T03:00:00+00:00,2019-09-03T05:00:00,DK1,210.48,28.23
2019-09-03T02:00:00+00:00,2019-09-03T04:00:00,DK1,179.69,24.1
2019-09-03T01:00:00+00:00,2019-09-03T03:00:00,DK1,181.18,24.3
2019-09-03T00:00:00+00:00,2019-09-03T02:00:00,DK1,200.94,26.95
2019-09-02T23:00:00+00:00,2019-09-03T01:00:00,DK1,209.81,28.14
2019-09-02T22:00:00+00:00,2019-09-03T00:00:00,DK1,237.77,31.89
2019-09-02T21:00:00+00:00,2019-09-02T23:00:00,DK1,262.77,35.24
2019-09-02T20:00:00+00:00,2019-09-02T22:00:00,DK1,303.93,40.76
2019-09-02T19:00:00+00:00,2019-09-02T21:00:00,DK1,349.86,46.92
2019-09-02T18:00:00+00:00,2019-09-02T20:00:00,DK1,394.52,52.91
2019-09-02T17:00:00+00:00,2019-09-02T19:00:00,DK1,459.84,61.67
2019-09-02T16:00:00+00:00,2019-09-02T18:00:00,DK1,338.6,45.41
2019-09-02T15:00:00+00:00,2019-09-02T17:00:00,DK1,304.52,40.84
2019-09-02T14:00:00+00:00,2019-09-02T16:00:00,DK1,280.14,37.57
2019-09-02T13:00:00+00:00,2019-09-02T15:00:00,DK1,268.36,35.99
2019-09-02T12:00:00+00:00,2019-09-02T14:00:00,DK1,273.8,36.72
2019-09-02T11:00:00+00:00,2019-09-02T13:00:00,DK1,284.69,38.18
2019-09-02T10:00:00+00:00,2019-09-02T12:00:00,DK1,290.43,38.95
2019-09-02T09:00:00+00:00,2019-09-02T11:00:00,DK1,311.76,41.81
2019-09-02T08:00:00+00:00,2019-09-02T10:00:00,DK1,328.61,44.07
2019-09-02T07:00:00+00:00,2019-09-02T09:00:00,DK1,360.07,48.29
2019-09-02T06:00:00+00:00,2019-09-02T08:00:00,DK1,369.47,49.55
2019-09-02T05:00:00+00:00,2019-09-02T07:00:00,DK1,343.67,46.09
2019-09-02T04:00:00+00:00,2019-09-02T06:00:00,DK1,284.91,38.21
2019-09-02T03:00:00+00:00,2019-09-02T05:00:00,DK1,210.12,28.18
2019-09-02T02:00:00+00:00,2019-09-02T04:00:00,DK1,191.11,25.63
2019-09-02T01:00:00+00:00,2019-09-02T03:00:00,DK1,186.41,25
2019-09-02T00:00:00+00:00,2019-09-02T02:00:00,DK1,193.57,25.96
2019-09-01T23:00:00+00:00,2019-09-02T01:00:00,DK1,201.1,26.97
2019-09-01T22:00:00+00:00,2019-09-02T00:00:00,DK1,218.33,29.28
2019-09-01T21:00:00+00:00,2019-09-01T23:00:00,DK1,256.13,34.35
2019-09-01T20:00:00+00:00,2019-09-01T22:00:00,DK1,278.35,37.33
2019-09-01T19:00:00+00:00,2019-09-01T21:00:00,DK1,289.01,38.76
2019-09-01T18:00:00+00:00,2019-09-01T20:00:00,DK1,295.8,39.67
2019-09-01T17:00:00+00:00,2019-09-01T19:00:00,DK1,272.31,36.52
2019-09-01T16:00:00+00:00,2019-09-01T18:00:00,DK1,254.04,34.07
2019-09-01T15:00:00+00:00,2019-09-01T17:00:00,DK1,229.44,30.77
2019-09-01T14:00:00+00:00,2019-09-01T16:00:00,DK1,209.53,28.1
2019-09-01T13:00:00+00:00,2019-09-01T15:00:00,DK1,213.7,28.66
2019-09-01T12:00:00+00:00,2019-09-01T14:00:00,DK1,218.7,29.33
2019-09-01T11:00:00+00:00,2019-09-01T13:00:00,DK1,225.41,30.23
2019-09-01T10:00:00+00:00,2019-09-01T12:00:00,DK1,231.23,31.01
2019-09-01T09:00:00+00:00,2019-09-01T11:00:00,DK1,229.14,30.73
2019-09-01T08:00:00+00:00,2019-09-01T10:00:00,DK1,228.77,30.68
2019-09-01T07:00:00+00:00,2019-09-01T09:00:00,DK1,260.9,34.99
2019-09-01T06:00:00+00:00,2019-09-01T08:00:00,DK1,211.54,28.37
2019-09-01T05:00:00+00:00,2019-09-01T07:00:00,DK1,204.01,27.36
2019-09-01T04:00:00+00:00,2019-09-01T06:00:00,DK1,202.52,27.16
2019-09-01T03:00:00+00:00,2019-09-01T05:00:00,DK1,198.42,26.61
2019-09-01T02:00:00+00:00,2019-09-01T04:00:00,DK1,193.2,25.91
2019-09-01T01:00:00+00:00,2019-09-01T03:00:00,DK1,197.97,26.55
2019-09-01T00:00:00+00:00,2019-09-01T02:00:00,DK1,197.37,26.47
2019-08-31T23:00:00+00:00,2019-09-01T01:00:00,DK1,199.09,26.7
2019-08-31T22:00:00+00:00,2019-09-01T00:00:00,DK1,202.82,27.2
2019-08-31T21:00:00+00:00,2019-08-31T23:00:00,DK1,246.19,33.02
2019-08-31T20:00:00+00:00,2019-08-31T22:00:00,DK1,276.39,37.07
2019-08-31T19:00:00+00:00,2019-08-31T21:00:00,DK1,308.82,41.42
2019-08-31T18:00:00+00:00,2019-08-31T20:00:00,DK1,350.42,47
2019-08-31T17:00:00+00:00,2019-08-31T19:00:00,DK1,351.99,47.21
2019-08-31T16:00:00+00:00,2019-08-31T18:00:00,DK1,303.3,40.68
2019-08-31T15:00:00+00:00,2019-08-31T17:00:00,DK1,242.98,32.59
2019-08-31T14:00:00+00:00,2019-08-31T16:00:00,DK1,222.7,29.87
2019-08-31T13:00:00+00:00,2019-08-31T15:00:00,DK1,209.73,28.13
2019-08-31T12:00:00+00:00,2019-08-31T14:00:00,DK1,208.99,28.03
2019-08-31T11:00:00+00:00,2019-08-31T13:00:00,DK1,212.49,28.5
2019-08-31T10:00:00+00:00,2019-08-31T12:00:00,DK1,218.83,29.35
2019-08-31T09:00:00+00:00,2019-08-31T11:00:00,DK1,226.95,30.44
2019-08-31T08:00:00+00:00,2019-08-31T10:00:00,DK1,233.29,31.29
2019-08-31T07:00:00+00:00,2019-08-31T09:00:00,DK1,251.41,33.72
2019-08-31T06:00:00+00:00,2019-08-31T08:00:00,DK1,241.2,32.35
2019-08-31T05:00:00+00:00,2019-08-31T07:00:00,DK1,244.77,32.83
2019-08-31T04:00:00+00:00,2019-08-31T06:00:00,DK1,233.22,31.28
2019-08-31T03:00:00+00:00,2019-08-31T05:00:00,DK1,231.2,31.01
2019-08-31T02:00:00+00:00,2019-08-31T04:00:00,DK1,225.91,30.3
2019-08-31T01:00:00+00:00,2019-08-31T03:00:00,DK1,231.5,31.05
2019-08-31T00:00:00+00:00,2019-08-31T02:00:00,DK1,228.45,30.64
2019-08-30T23:00:00+00:00,2019-08-31T01:00:00,DK1,243.51,32.66
2019-08-30T22:00:00+00:00,2019-08-31T00:00:00,DK1,278.77,37.39
2019-08-30T21:00:00+00:00,2019-08-30T23:00:00,DK1,288.74,38.72
2019-08-30T20:00:00+00:00,2019-08-30T22:00:00,DK1,358.98,48.14
2019-08-30T19:00:00+00:00,2019-08-30T21:00:00,DK1,384.11,51.51
2019-08-30T18:00:00+00:00,2019-08-30T20:00:00,DK1,391.42,52.49
2019-08-30T17:00:00+00:00,2019-08-30T19:00:00,DK1,390.3,52.34
2019-08-30T16:00:00+00:00,2019-08-30T18:00:00,DK1,376.5,50.49
2019-08-30T15:00:00+00:00,2019-08-30T17:00:00,DK1,323.63,43.4
2019-08-30T14:00:00+00:00,2019-08-30T16:00:00,DK1,270.09,36.22
2019-08-30T13:00:00+00:00,2019-08-30T15:00:00,DK1,264.35,35.45
2019-08-30T12:00:00+00:00,2019-08-30T14:00:00,DK1,256.97,34.46
2019-08-30T11:00:00+00:00,2019-08-30T13:00:00,DK1,259.35,34.78
2019-08-30T10:00:00+00:00,2019-08-30T12:00:00,DK1,264.13,35.42
2019-08-30T09:00:00+00:00,2019-08-30T11:00:00,DK1,284.78,38.19
2019-08-30T08:00:00+00:00,2019-08-30T10:00:00,DK1,308.42,41.36
2019-08-30T07:00:00+00:00,2019-08-30T09:00:00,DK1,343.32,46.04
2019-08-30T06:00:00+00:00,2019-08-30T08:00:00,DK1,378.82,50.8
2019-08-30T05:00:00+00:00,2019-08-30T07:00:00,DK1,382.39,51.28
2019-08-30T04:00:00+00:00,2019-08-30T06:00:00,DK1,362.26,48.58
2019-08-30T03:00:00+00:00,2019-08-30T05:00:00,DK1,263.16,35.29
2019-08-30T02:00:00+00:00,2019-08-30T04:00:00,DK1,254.13,34.08
2019-08-30T01:00:00+00:00,2019-08-30T03:00:00,DK1,240.49,32.25
2019-08-30T00:00:00+00:00,2019-08-30T02:00:00,DK1,250.18,33.55
2019-08-29T23:00:00+00:00,2019-08-30T01:00:00,DK1,246.83,33.1
2019-08-29T22:00:00+00:00,2019-08-30T00:00:00,DK1,256,34.33
2019-08-29T21:00:00+00:00,2019-08-29T23:00:00,DK1,278.91,37.4
2019-08-29T20:00:00+00:00,2019-08-29T22:00:00,DK1,335.21,44.95
2019-08-29T19:00:00+00:00,2019-08-29T21:00:00,DK1,380.03,50.96
